age,annual_income,spending_score,debt_ratio,credit_card_count,overdue_count_6m,credit_score,is_overdue
60,4358.0,42,0.35,4,0,400.0,0
36,5421.0,46,0.41,9,1,356.0,0
49,5333.0,17,0.48,9,0,426.0,0
49,6144.0,91,0.01,9,0,452.0,0
56,3679.0,18,0.06,5,0,388.0,0
31,8967.0,48,0.7,2,0,515.0,0
69,6256.0,63,0.7,2,1,327.0,0
35,5471.0,31,0.31,9,1,406.0,0
46,3988.0,91,0.57,9,3,205.0,1
42,3531.0,8,0.41,1,0,368.0,0
67,1500.0,78,0.63,1,0,302.0,0
24,8779.0,94,0.0,1,1,462.0,0
62,6314.0,26,0.83,1,1,369.0,0
39,1870.0,91,0.53,2,1,263.0,1
45,4158.0,60,0.34,3,0,385.0,0
64,7642.0,97,0.85,9,0,474.0,0
60,8221.0,4,0.64,5,1,404.0,0
46,5086.0,44,0.31,2,0,429.0,0
49,1992.0,72,0.92,1,0,234.0,0
44,7210.0,1,0.67,9,1,468.0,0
32,1539.0,99,0.1,7,0,285.0,1
26,3625.0,59,0.62,8,0,372.0,0
28,5159.0,58,0.42,6,0,414.0,0
46,4972.0,59,0.26,9,0,395.0,0
36,4543.0,6,0.04,8,2,338.0,0
47,5453.0,68,0.39,3,1,350.0,0
52,8967.0,31,0.09,9,0,553.0,0
49,1500.0,70,0.38,1,0,341.0,0
43,4387.0,32,0.15,3,2,361.0,0
63,5594.0,63,0.44,9,1,342.0,0
33,5025.0,58,0.83,8,0,301.0,0
26,7430.0,95,0.72,9,1,388.0,0
59,7930.0,71,0.28,3,1,461.0,0
49,8149.0,76,0.35,5,2,425.0,0
40,3606.0,53,0.71,4,0,360.0,0
67,4249.0,60,0.75,7,3,178.0,1
30,5856.0,86,0.84,9,0,412.0,0
62,7632.0,52,0.12,4,0,570.0,0
32,4649.0,17,0.47,8,0,363.0,0
56,5298.0,15,0.81,5,0,437.0,0
37,7889.0,19,0.3,1,0,508.0,0
55,4311.0,87,0.1,2,2,337.0,0
48,1970.0,92,0.75,6,2,182.0,1
27,6425.0,45,0.71,5,0,413.0,0
47,2551.0,60,0.68,4,0,359.0,0
36,6654.0,17,0.67,6,2,367.0,0
60,5206.0,71,0.39,7,2,317.0,0
22,5861.0,25,0.53,8,0,402.0,0
42,2738.0,66,0.68,8,0,279.0,1
56,1935.0,28,0.51,1,0,326.0,0
26,4683.0,19,0.55,2,1,347.0,0
28,7493.0,45,0.66,3,0,449.0,0
34,6449.0,83,0.22,2,0,459.0,0
27,2467.0,12,1.0,5,1,200.0,0
52,1500.0,76,0.36,6,2,222.0,0
39,4256.0,33,0.81,3,1,281.0,1
63,5031.0,82,0.72,2,2,265.0,1
60,2770.0,68,0.76,6,0,331.0,0
62,2948.0,67,0.7,8,0,340.0,0
30,6230.0,48,0.99,2,1,351.0,0
22,5175.0,90,0.85,5,1,321.0,0
58,4344.0,55,0.47,5,0,359.0,0
66,2283.0,87,0.28,4,1,259.0,1
49,3043.0,87,0.16,5,0,370.0,0
69,1935.0,85,0.68,1,0,295.0,0
42,3055.0,88,0.36,3,0,366.0,0
24,4594.0,41,0.52,3,0,327.0,0
29,2887.0,51,0.73,8,0,324.0,0
31,5023.0,32,0.14,7,3,298.0,0
28,7650.0,10,0.77,7,1,381.0,0
61,7274.0,63,0.03,1,1,444.0,0
48,7054.0,33,0.78,7,1,404.0,0
22,8301.0,2,1.0,8,1,377.0,0
46,3874.0,42,0.84,3,0,294.0,0
66,2790.0,21,0.45,5,1,319.0,0
29,5555.0,22,0.94,9,0,436.0,0
54,5316.0,47,0.98,3,0,376.0,0
42,6913.0,34,0.34,4,1,413.0,0
24,3924.0,85,0.34,6,2,254.0,0
27,9666.0,26,0.45,4,0,546.0,0
60,4084.0,22,0.57,9,2,230.0,1
64,4929.0,63,0.6,7,0,434.0,0
28,5109.0,4,0.15,7,0,487.0,0
30,7718.0,90,0.08,2,0,508.0,0
44,4458.0,99,0.11,4,1,394.0,0
67,1745.0,76,0.32,6,1,260.0,1
43,5994.0,35,0.76,8,0,360.0,0
57,8349.0,65,0.8,2,1,461.0,0
35,6554.0,88,0.72,6,0,419.0,0
31,4300.0,81,0.92,5,2,248.0,1
63,3382.0,56,0.41,5,0,337.0,0
67,4029.0,38,0.49,6,0,342.0,0
34,1500.0,83,0.53,4,0,289.0,1
53,7276.0,34,0.29,7,0,501.0,0
27,4798.0,1,0.25,9,0,430.0,0
56,4273.0,92,0.29,8,0,388.0,0
61,3058.0,76,0.56,7,1,340.0,0
52,2914.0,27,0.73,1,0,284.0,1
37,7847.0,74,0.28,4,0,479.0,0
23,5435.0,55,0.98,8,0,391.0,0
66,7031.0,21,0.04,6,0,473.0,0
69,4704.0,92,0.24,5,0,393.0,0
48,5237.0,64,0.68,6,0,376.0,0
52,1971.0,30,0.42,8,0,303.0,0
39,5147.0,42,0.56,9,0,431.0,0
35,5006.0,82,0.47,1,1,416.0,0
30,5334.0,67,0.59,7,0,423.0,0
56,6725.0,96,0.38,7,0,498.0,0
36,5001.0,54,0.93,2,2,208.0,1
63,4920.0,73,0.3,8,1,352.0,0
22,3354.0,2,0.56,6,0,267.0,1
21,2280.0,75,0.95,2,1,264.0,1
48,5415.0,54,0.32,8,0,436.0,0
24,5079.0,83,0.53,1,1,326.0,0
37,7863.0,89,0.83,9,0,455.0,0
41,3240.0,72,0.65,4,1,273.0,1
50,2035.0,91,0.09,8,1,307.0,0
50,6620.0,68,0.67,1,1,368.0,0
27,6706.0,51,0.5,4,2,315.0,0
54,7256.0,31,0.81,8,0,405.0,0
27,3350.0,5,0.8,6,0,346.0,0
39,2947.0,21,0.26,6,1,279.0,1
61,3077.0,87,0.14,5,0,296.0,0
47,3746.0,1,0.57,6,0,387.0,0
40,6225.0,34,0.98,9,0,403.0,0
58,4027.0,66,0.25,8,0,361.0,0
67,6856.0,71,0.08,8,1,449.0,0
21,5335.0,66,1.0,9,0,389.0,0
37,3219.0,69,0.92,2,0,312.0,0
41,2721.0,14,0.12,5,0,375.0,0
68,4980.0,44,0.91,8,0,407.0,0
44,3889.0,83,0.89,4,1,275.0,0
42,4835.0,11,0.89,7,0,329.0,0
47,5139.0,32,0.25,7,0,452.0,0
40,2625.0,31,0.99,6,0,328.0,0
21,6984.0,96,0.72,6,0,436.0,0
46,7169.0,47,0.68,6,1,384.0,0
48,5796.0,31,0.49,6,1,336.0,0
69,4861.0,9,0.76,9,0,346.0,0
49,3597.0,15,0.57,5,0,375.0,0
34,4172.0,64,0.31,7,1,368.0,0
25,6398.0,60,0.27,3,0,519.0,0
32,4746.0,18,0.83,7,0,326.0,0
63,4707.0,98,0.52,6,0,379.0,0
41,10273.0,68,0.53,8,1,527.0,0
46,8042.0,80,0.32,7,1,429.0,0
61,2912.0,47,0.76,6,1,260.0,1
40,2309.0,61,0.52,9,1,291.0,1
54,7838.0,99,0.65,5,1,453.0,0
52,6547.0,35,0.64,6,0,468.0,0
43,4513.0,76,0.54,2,1,360.0,0
64,4983.0,18,0.4,5,1,270.0,1
60,5816.0,84,0.81,5,0,396.0,0
62,5473.0,83,0.2,2,3,279.0,1
24,4284.0,11,0.44,9,0,419.0,0
65,4515.0,30,0.91,9,2,205.0,1
57,6911.0,71,0.33,3,0,512.0,0
30,5168.0,42,0.36,5,0,454.0,0
36,3683.0,4,0.68,1,1,310.0,0
51,3957.0,98,0.84,1,0,325.0,0
58,7437.0,47,0.67,2,0,449.0,0
29,5755.0,71,0.54,9,1,408.0,0
69,2500.0,88,0.09,1,1,355.0,0
54,2674.0,71,0.56,3,0,340.0,0
52,5792.0,12,0.79,1,0,407.0,0
21,8031.0,19,0.92,1,1,406.0,0
64,1516.0,55,0.64,9,0,264.0,1
38,3636.0,77,0.29,7,1,350.0,0
48,3296.0,72,0.34,4,0,355.0,0
24,5872.0,79,0.3,1,1,351.0,0
40,3985.0,49,0.17,6,1,340.0,0
52,4194.0,40,0.12,9,0,426.0,0
40,5819.0,6,1.0,5,1,272.0,1
37,7063.0,8,0.52,6,0,497.0,0
27,3358.0,62,0.75,8,1,266.0,1
56,3888.0,96,0.65,7,1,297.0,0
28,6464.0,64,0.88,8,1,394.0,0
58,1500.0,94,0.9,4,0,258.0,1
54,8883.0,49,0.42,2,0,536.0,0
50,5191.0,73,0.04,3,1,376.0,0
52,3940.0,86,0.55,6,0,390.0,0
39,4975.0,53,0.12,4,0,406.0,0
24,5078.0,48,0.73,4,1,332.0,0
52,9880.0,86,0.31,4,0,567.0,0
38,7940.0,66,0.27,8,0,497.0,0
38,3678.0,83,0.16,7,0,443.0,0
45,4751.0,7,0.11,4,2,339.0,0
48,4375.0,62,0.29,7,0,380.0,0
28,5079.0,36,0.77,4,0,367.0,0
61,4157.0,26,0.93,7,0,330.0,0
43,5015.0,47,0.34,6,1,407.0,0
47,4604.0,72,0.84,8,0,348.0,0
22,5816.0,67,0.37,3,1,401.0,0
33,3224.0,22,0.87,1,1,249.0,0
37,6345.0,43,0.85,6,0,434.0,0
49,3953.0,5,0.68,3,1,282.0,1
23,9004.0,14,0.49,9,0,484.0,0
44,3434.0,92,0.45,4,0,360.0,0
32,4055.0,2,0.15,5,0,439.0,0
69,5823.0,70,0.59,6,0,416.0,0
38,4604.0,77,0.29,3,0,391.0,0
64,4321.0,85,0.83,4,0,323.0,0
40,1570.0,49,0.94,1,1,229.0,1
68,5978.0,60,0.48,2,2,374.0,0
41,3147.0,17,0.42,8,0,332.0,0
40,5136.0,42,0.48,1,0,441.0,0
26,3395.0,41,0.15,2,1,306.0,0
39,6639.0,3,0.11,2,1,450.0,0
33,4368.0,37,0.12,3,0,417.0,0
27,5694.0,76,0.61,8,1,360.0,0
51,2643.0,7,0.32,1,0,350.0,0
22,4445.0,27,0.68,6,0,372.0,0
67,5166.0,55,0.92,2,0,354.0,0
28,7600.0,87,0.22,5,0,513.0,0
52,7903.0,54,0.5,4,0,503.0,0
48,6041.0,10,0.48,3,1,347.0,0
20,3800.0,79,0.95,4,0,273.0,0
33,6631.0,81,0.22,8,0,462.0,0
22,9441.0,98,0.46,4,0,539.0,0
59,5145.0,35,0.37,3,0,414.0,0
48,4641.0,92,0.92,9,1,277.0,1
38,5206.0,27,0.28,9,0,427.0,0
21,6278.0,70,0.65,7,2,290.0,1
38,7354.0,52,0.07,5,0,514.0,0
26,7119.0,34,0.9,6,0,411.0,0
44,4039.0,7,0.09,9,1,363.0,0
64,5321.0,67,0.29,1,0,478.0,0
50,4337.0,28,0.23,5,0,404.0,0
22,2884.0,47,0.01,7,0,357.0,0
35,8039.0,97,0.25,2,0,515.0,0
57,3489.0,70,0.73,8,2,218.0,1
26,1500.0,99,0.84,7,0,256.0,1
61,6769.0,63,0.59,6,1,396.0,0
34,7544.0,77,0.51,1,0,479.0,0
53,1500.0,24,0.15,8,0,295.0,0
49,3489.0,42,0.58,9,0,365.0,0
51,3662.0,81,0.5,7,0,390.0,0
39,5191.0,23,0.6,7,0,452.0,0
51,4991.0,4,0.71,8,0,389.0,0
64,7780.0,42,0.13,4,0,516.0,0
55,4703.0,51,0.47,8,0,395.0,0
57,6816.0,79,0.92,4,1,328.0,0
27,1500.0,87,0.76,2,2,207.0,1
60,4191.0,14,0.43,5,1,294.0,0
44,5348.0,72,0.48,9,0,433.0,0
57,7366.0,1,0.3,5,0,498.0,0
57,7661.0,2,0.47,6,1,421.0,0
25,8338.0,4,0.21,4,1,444.0,0
44,4927.0,61,0.38,7,0,403.0,0
27,8078.0,58,0.19,4,0,455.0,0
37,5372.0,95,0.0,3,0,446.0,0
46,4398.0,31,0.27,1,0,451.0,0
68,7280.0,56,0.9,2,1,389.0,0
49,5852.0,76,0.3,7,0,463.0,0
29,5501.0,4,0.79,4,3,275.0,0
52,1994.0,93,0.16,9,1,307.0,0
52,5374.0,58,0.22,5,1,361.0,0
46,4632.0,36,0.49,4,2,252.0,1
23,5323.0,87,0.54,6,0,437.0,0
42,3542.0,44,0.79,1,1,307.0,0
20,6394.0,92,0.64,9,0,430.0,0
50,2084.0,61,0.03,3,0,363.0,0
30,4233.0,15,0.63,9,1,294.0,0
56,6648.0,3,0.31,2,1,472.0,0
60,7353.0,77,0.08,3,0,485.0,0
30,7367.0,11,0.2,7,0,516.0,0
61,6819.0,37,0.99,7,0,412.0,0
28,5124.0,47,0.84,7,0,339.0,0
32,5032.0,49,0.66,1,0,369.0,0
53,6245.0,13,0.62,2,0,418.0,0
39,6514.0,88,0.92,7,0,425.0,0
28,9404.0,85,0.31,3,3,382.0,0
45,2249.0,4,0.3,3,1,289.0,1
53,5247.0,71,0.62,8,1,324.0,0
28,4874.0,5,0.69,2,1,333.0,0
34,4845.0,80,0.06,7,0,425.0,0
36,7036.0,67,0.02,7,0,528.0,0
36,1500.0,44,0.58,9,1,268.0,1
26,5463.0,36,0.73,6,0,387.0,0
35,4393.0,22,0.4,4,1,350.0,0
29,5361.0,85,0.48,9,2,302.0,0
53,4262.0,69,0.32,5,0,404.0,0
67,4260.0,89,0.37,3,2,300.0,0
47,4973.0,44,0.68,9,2,266.0,1
44,3877.0,53,0.84,9,1,321.0,0
25,5909.0,79,0.24,1,0,433.0,0
27,2752.0,55,0.33,2,0,328.0,0
37,4842.0,80,0.03,4,2,340.0,0
28,4733.0,72,0.27,9,0,441.0,0
35,5323.0,34,0.91,7,0,346.0,0
50,5144.0,65,0.65,8,0,412.0,0
61,2287.0,72,0.27,8,0,410.0,0
37,4218.0,5,0.9,9,1,260.0,0
25,2603.0,33,0.4,2,0,313.0,0
45,5951.0,96,0.31,2,0,477.0,0
45,7334.0,83,0.56,7,0,448.0,0
68,2278.0,47,0.92,3,1,226.0,0
31,6375.0,94,0.95,5,3,251.0,0
21,4453.0,27,0.09,8,1,382.0,0
33,7679.0,18,0.98,1,0,475.0,0
66,4543.0,89,0.24,9,1,374.0,0
42,8179.0,74,0.05,9,1,510.0,0
31,1500.0,88,0.19,9,2,222.0,1
41,6617.0,17,0.19,7,1,423.0,0
53,1666.0,93,0.4,2,0,292.0,0
57,7636.0,74,0.88,5,0,416.0,0
37,6649.0,29,0.66,2,0,431.0,0
42,3994.0,83,0.62,4,1,326.0,0
62,5780.0,80,0.92,7,2,304.0,0
68,5468.0,81,0.3,3,0,426.0,0
27,7749.0,49,0.79,6,0,424.0,0
39,4999.0,63,0.74,1,0,353.0,0
22,5397.0,94,0.24,9,1,370.0,0
57,4496.0,35,0.67,7,0,370.0,0
43,3640.0,20,0.6,7,0,362.0,0
42,4377.0,72,0.59,6,0,392.0,0
57,1500.0,4,0.2,3,2,223.0,0
58,8597.0,26,0.77,3,2,394.0,0
24,1500.0,3,0.65,7,1,267.0,0
41,4218.0,79,0.13,3,0,438.0,0
49,6237.0,78,0.65,4,1,345.0,0
61,8152.0,28,0.33,2,0,571.0,0
46,3968.0,71,0.26,9,0,377.0,0
67,2640.0,99,0.34,8,0,369.0,0
30,4463.0,49,0.83,5,1,320.0,0
60,4657.0,88,0.84,8,0,336.0,0
57,6536.0,1,0.48,7,2,333.0,0
42,3500.0,92,0.19,8,0,403.0,0
53,6199.0,18,0.79,7,2,288.0,0
49,3771.0,8,0.74,6,1,262.0,1
21,4626.0,58,0.25,1,0,434.0,0
39,6493.0,1,0.41,6,2,346.0,0
27,1743.0,40,0.02,6,0,334.0,0
26,9882.0,19,0.74,2,2,423.0,0
56,5081.0,15,0.4,2,1,333.0,0
39,4085.0,8,0.32,6,1,303.0,0
30,4706.0,74,0.33,7,0,393.0,0
58,3232.0,91,0.25,5,0,309.0,0
53,4827.0,31,0.12,4,2,341.0,0
22,6706.0,11,0.78,9,0,350.0,0
32,5767.0,75,0.13,9,1,404.0,0
40,4547.0,62,0.42,9,1,350.0,0
56,4293.0,58,0.4,2,0,361.0,0
43,2441.0,47,0.42,2,3,148.0,1
60,6567.0,58,0.83,8,1,354.0,0
22,2836.0,30,0.41,1,0,380.0,0
67,6774.0,20,0.64,8,0,477.0,0
52,2178.0,41,0.24,8,0,332.0,0
66,4935.0,7,0.04,4,0,443.0,0
26,8540.0,44,0.27,1,0,522.0,0
28,3673.0,12,0.19,3,1,389.0,0
26,2088.0,46,1.0,8,1,190.0,1
62,2984.0,18,0.49,3,0,316.0,0
33,3814.0,35,0.76,6,1,257.0,0
22,8409.0,85,0.85,1,0,520.0,0
26,5268.0,32,0.89,5,2,296.0,0
53,6623.0,63,0.32,8,1,411.0,0
56,9371.0,81,0.32,4,0,540.0,0
29,3352.0,56,0.13,8,0,382.0,0
60,3300.0,63,0.03,4,2,291.0,1
21,4087.0,7,0.82,1,0,335.0,0
45,2323.0,62,0.2,5,1,239.0,1
68,3156.0,28,0.24,2,1,293.0,0
61,5471.0,85,0.29,9,0,451.0,0
36,3714.0,58,0.72,1,0,304.0,0
64,2794.0,8,0.23,7,0,383.0,0
43,5311.0,13,0.01,8,0,416.0,0
60,4442.0,30,0.2,8,4,210.0,1
45,3988.0,31,0.66,6,0,388.0,0
38,4098.0,84,0.81,9,2,250.0,0
56,7222.0,9,0.37,6,0,493.0,0
26,6228.0,34,0.96,3,0,418.0,0
38,8359.0,83,0.88,4,1,429.0,0
51,2117.0,91,0.14,7,2,260.0,0
34,5502.0,29,0.79,7,0,411.0,0
21,3138.0,33,0.36,7,1,292.0,0
34,8118.0,79,0.59,1,2,401.0,0
55,5419.0,39,0.5,8,0,385.0,0
55,3887.0,47,0.99,6,0,341.0,0
57,6397.0,2,0.6,2,0,463.0,0
40,5580.0,40,0.83,3,1,321.0,0
35,5004.0,27,0.75,5,0,429.0,0
42,7927.0,47,0.67,5,1,426.0,0
68,5448.0,74,0.38,8,0,400.0,0
56,4426.0,23,0.17,5,1,364.0,0
53,8076.0,60,0.61,1,1,424.0,0
24,6301.0,74,0.03,4,0,447.0,0
55,2374.0,85,0.34,7,0,367.0,0
41,3998.0,23,0.86,2,0,333.0,0
61,5248.0,91,0.96,6,0,353.0,0
55,8057.0,84,0.26,8,1,429.0,0
38,8177.0,53,0.56,2,0,493.0,0
42,6636.0,25,0.21,8,2,425.0,0
67,2047.0,11,0.84,9,0,285.0,1
40,3292.0,55,0.96,1,0,268.0,1
67,6951.0,91,0.04,5,0,502.0,0
37,6691.0,32,0.55,9,0,433.0,0
48,6111.0,98,0.07,8,0,435.0,0
28,9286.0,72,0.64,8,0,495.0,0
30,3035.0,38,0.24,1,0,357.0,0
53,4474.0,97,0.84,2,0,362.0,0
59,7317.0,29,0.47,4,2,370.0,0
20,3327.0,80,0.81,9,0,310.0,0
63,7124.0,28,0.12,5,0,509.0,0
65,4021.0,85,0.83,5,0,332.0,0
33,6446.0,29,0.84,6,0,472.0,0
29,8081.0,15,0.62,1,1,479.0,0
56,5684.0,99,0.95,1,0,401.0,0
50,3642.0,77,0.36,1,1,345.0,0
45,5169.0,47,0.12,1,0,413.0,0
66,3284.0,24,0.02,9,1,317.0,0
34,3831.0,25,0.23,2,0,401.0,0
66,2565.0,30,0.26,6,1,243.0,0
32,4401.0,66,0.27,9,0,399.0,0
43,7310.0,70,0.96,2,0,452.0,0
28,3454.0,48,0.84,9,0,348.0,0
38,5143.0,38,0.33,2,0,416.0,0
25,5010.0,94,0.24,8,4,250.0,0
53,6036.0,45,0.28,4,1,407.0,0
64,3054.0,86,0.03,5,2,309.0,0
24,5917.0,77,0.0,2,2,401.0,0
42,4201.0,23,0.31,8,4,238.0,0
37,8291.0,85,0.96,7,0,490.0,0
69,4491.0,49,0.94,7,1,265.0,1
51,6710.0,68,0.84,8,1,387.0,0
41,8259.0,81,0.57,1,1,396.0,0
60,8202.0,19,0.3,8,2,414.0,0
22,5028.0,46,0.9,9,0,391.0,0
65,8082.0,94,0.52,9,0,498.0,0
48,4018.0,29,0.57,8,1,280.0,0
24,3557.0,27,0.27,5,1,361.0,0
32,4000.0,39,0.94,9,2,240.0,1
63,6419.0,97,0.27,1,0,459.0,0
28,6233.0,86,0.14,4,0,491.0,0
22,6220.0,77,0.01,4,2,341.0,0
40,4726.0,55,0.42,9,0,397.0,0
42,3204.0,98,0.94,5,0,299.0,0
25,4860.0,48,0.23,7,0,356.0,0
26,5540.0,11,0.05,8,0,451.0,0
61,4757.0,61,0.32,9,1,407.0,0
35,7004.0,31,0.82,5,0,394.0,0
57,3772.0,46,0.06,9,0,426.0,0
38,5386.0,97,0.69,2,1,341.0,0
59,3124.0,51,0.52,1,0,365.0,0
46,2355.0,89,0.35,4,2,248.0,0
51,2169.0,42,0.93,2,1,191.0,1
57,8668.0,84,0.01,6,1,494.0,0
68,3498.0,28,0.5,2,1,279.0,1
38,4765.0,19,0.18,3,3,254.0,1
51,2038.0,91,0.95,2,1,229.0,1
25,2713.0,66,0.58,7,0,335.0,0
64,3631.0,51,0.09,2,1,324.0,0
45,1988.0,87,0.39,9,0,342.0,0
23,4225.0,38,0.55,3,0,354.0,0
44,6298.0,59,0.55,8,0,478.0,0
63,4156.0,30,0.45,3,3,239.0,1
24,8181.0,82,0.65,8,1,468.0,0
59,6011.0,25,0.25,7,0,450.0,0
39,1960.0,15,0.61,5,1,277.0,1
43,7249.0,19,0.85,6,1,391.0,0
44,9995.0,34,0.54,8,1,461.0,0
43,9698.0,41,0.99,7,0,483.0,0
63,6009.0,36,0.09,5,1,401.0,0
37,6375.0,59,0.37,8,1,372.0,0
43,5545.0,20,0.44,8,0,443.0,0
62,6991.0,2,0.4,2,2,307.0,0
30,4966.0,38,0.68,5,1,279.0,1
28,1670.0,22,0.84,5,1,193.0,1
49,3991.0,13,0.0,7,0,513.0,0
51,2592.0,60,0.08,4,0,375.0,0
66,5416.0,17,0.79,3,1,331.0,0
60,2744.0,75,0.46,8,0,325.0,0
37,4703.0,31,0.18,1,0,428.0,0
28,6389.0,72,0.64,8,1,389.0,0
45,2326.0,70,0.08,1,0,356.0,0
37,1500.0,45,0.07,5,2,221.0,1
64,2781.0,72,0.49,3,0,365.0,0
49,8662.0,13,0.03,3,1,460.0,0
22,4022.0,47,0.05,8,1,323.0,0
48,2086.0,55,0.13,2,0,325.0,0
41,4732.0,85,0.71,3,0,334.0,0
27,4880.0,45,0.82,6,0,397.0,0
37,3440.0,62,0.69,3,0,368.0,0
21,2564.0,30,0.28,8,0,350.0,0
35,2374.0,92,0.93,3,0,282.0,1
55,3870.0,74,0.24,1,1,380.0,0
34,4610.0,41,0.92,1,0,352.0,0
63,3663.0,60,0.22,2,0,330.0,0
49,4945.0,44,0.44,6,1,352.0,0
52,3677.0,66,0.19,4,1,327.0,0
51,3506.0,32,0.32,6,0,368.0,0
28,6427.0,84,0.54,7,0,467.0,0
51,4830.0,26,0.9,4,0,363.0,0
60,7533.0,3,0.28,4,0,522.0,0
60,2656.0,87,0.18,3,1,247.0,1
48,6438.0,47,0.33,3,0,491.0,0
29,2622.0,21,0.99,3,0,291.0,1
51,4902.0,76,0.72,5,1,333.0,0
62,3952.0,81,0.85,2,0,276.0,1
62,1500.0,80,0.71,5,1,205.0,1
64,4097.0,71,0.83,5,0,335.0,0
36,4796.0,23,0.92,1,0,309.0,0
45,3564.0,32,0.01,3,0,421.0,0
66,8274.0,38,0.91,7,0,474.0,0
36,5094.0,47,0.8,9,1,276.0,1
29,5684.0,90,0.53,4,0,416.0,0
55,5814.0,27,0.24,8,1,418.0,0
45,1963.0,92,0.85,1,1,228.0,0
56,1983.0,85,0.17,3,1,253.0,1
67,9297.0,51,0.32,6,2,454.0,0
40,6469.0,64,0.82,8,0,444.0,0
40,6089.0,49,0.25,7,0,463.0,0
53,3438.0,81,0.65,6,0,274.0,1
59,7749.0,41,0.59,9,1,396.0,0
48,5623.0,91,0.81,6,2,293.0,0
45,4103.0,71,0.92,8,0,309.0,0
28,2553.0,94,0.72,7,0,286.0,1
42,5028.0,72,0.65,6,0,351.0,0
36,4976.0,55,0.26,1,0,460.0,0
59,3869.0,41,0.63,3,0,366.0,0
22,5355.0,12,0.97,9,0,327.0,0
22,8351.0,95,0.93,6,2,422.0,0
25,6816.0,36,0.39,6,2,377.0,0
57,5904.0,8,0.47,4,2,291.0,1
62,2823.0,16,0.74,6,0,323.0,0
49,5638.0,83,0.31,1,0,465.0,0
21,6216.0,51,0.86,2,0,451.0,0
26,4835.0,84,0.66,7,1,322.0,0
40,1979.0,67,0.76,3,0,277.0,1
52,7298.0,65,0.81,9,0,470.0,0
57,6943.0,42,0.66,6,0,407.0,0
65,6349.0,45,0.66,3,3,251.0,0
59,5451.0,12,0.37,4,0,386.0,0
33,3031.0,8,0.75,9,0,308.0,0
31,6404.0,31,0.44,4,2,345.0,0
35,4679.0,53,0.82,4,0,345.0,0
34,7180.0,31,0.54,6,1,350.0,0
49,6540.0,54,0.36,2,1,380.0,0
67,5327.0,55,0.99,1,1,320.0,0
51,3510.0,99,0.15,1,1,372.0,0
43,6211.0,78,0.27,4,0,464.0,0
62,3916.0,22,0.72,7,0,362.0,0
20,3194.0,66,0.01,9,1,353.0,0
59,7567.0,99,0.55,9,0,459.0,0
43,4694.0,28,0.22,3,0,386.0,0
57,5104.0,66,0.75,8,0,348.0,0
31,7328.0,9,0.72,6,0,456.0,0
33,3551.0,16,0.54,8,1,271.0,0
41,4003.0,25,0.13,6,1,367.0,0
31,2487.0,36,0.32,1,1,285.0,0
50,3088.0,94,0.69,8,1,250.0,1
21,5250.0,50,0.39,9,0,470.0,0
37,6959.0,86,0.3,2,1,460.0,0
39,7374.0,88,0.66,7,1,447.0,0
50,8270.0,8,0.92,5,0,423.0,0
32,5726.0,19,0.27,2,0,434.0,0
34,2453.0,51,0.96,7,1,203.0,0
26,10871.0,45,0.5,2,0,570.0,0
39,4372.0,11,0.79,7,0,359.0,0
61,8032.0,88,0.68,2,2,350.0,0
36,4956.0,84,0.13,1,0,441.0,0
49,5909.0,3,0.41,9,0,463.0,0
46,10214.0,79,0.19,9,0,528.0,0
44,3669.0,41,0.67,5,0,335.0,0
49,6226.0,28,0.25,6,0,472.0,0
32,7043.0,93,0.8,5,0,414.0,0
62,6793.0,92,1.0,2,0,417.0,0
34,1677.0,24,0.76,7,0,293.0,0
66,5808.0,53,0.89,9,1,306.0,0
42,5095.0,23,0.58,9,0,372.0,0
44,7296.0,81,0.5,5,0,467.0,0
44,7782.0,20,0.33,6,0,482.0,0
49,4237.0,99,0.13,5,0,399.0,0
42,3504.0,28,0.19,8,0,410.0,0
25,4718.0,85,0.95,5,0,294.0,0
49,1510.0,85,0.82,6,0,282.0,1
20,6956.0,21,1.0,8,1,393.0,0
61,4920.0,54,0.57,6,2,307.0,0
35,5339.0,13,0.34,9,1,338.0,0
51,4026.0,35,0.55,1,0,385.0,0
58,6632.0,14,0.36,2,0,480.0,0
56,5902.0,67,0.92,8,0,387.0,0
63,4308.0,31,0.54,7,0,409.0,0
54,6925.0,91,0.33,2,0,430.0,0
32,2653.0,94,0.44,1,1,295.0,0
48,1603.0,87,0.4,8,2,194.0,1
37,2098.0,72,0.09,6,1,280.0,1
33,1905.0,17,0.21,8,0,297.0,0
36,8298.0,41,0.87,7,1,406.0,0
28,8345.0,41,0.52,3,1,458.0,0
25,6211.0,8,0.35,2,1,400.0,0
57,7839.0,9,0.76,3,0,458.0,0
49,5798.0,90,0.0,7,0,475.0,0
30,1841.0,46,0.64,2,0,272.0,1
27,7157.0,11,0.21,2,0,502.0,0
49,7114.0,95,0.14,6,1,498.0,0
41,3882.0,28,0.53,5,0,384.0,0
27,4469.0,14,0.43,9,0,379.0,0
46,6114.0,60,0.96,6,0,333.0,0
40,6833.0,37,0.95,9,1,344.0,0
54,6274.0,37,0.04,9,0,524.0,0
40,5346.0,75,0.7,3,0,377.0,0
23,7089.0,7,0.81,7,0,473.0,0
69,6566.0,33,0.8,6,0,420.0,0
23,1881.0,30,0.07,6,1,295.0,0
69,4951.0,48,0.9,7,1,304.0,0
